Vertice, peso (V), Aresta, peso (A)
tipo, (2), localizacao, (1) 
cientifica, (4), relativo, (1) 
cientifica, (4), relativa, (1) 
extremo, (2), waleria, (1) 
espaco-temporal, (2), desastre, (1) 
execucao, (2), representacao, (1) 
espacializacao, (2), bapmensuracao, (1) 
socioeconomica, (2), desastre, (1) 
pantanal, (2), geoprocessamentoprevencaoevento, (1) 
representacao, (2), producao, (1) 
bacia, (6), alto, (3) 
bap, (8), tipo, (1) 
bap, (8), espacial, (1) 
bap, (8), presente, (1) 
bap, (8), impacto, (1) 
uso, (2), geotecnologia, (1) 
evento, (4), objetivo, (1) 
evento, (4), mapeamento, (1) 
geographic, (2), system, (1) 
naturais, (2), bap, (1) 
analise, (2), cientifica, (1) 
mapeamento, (6), espaco-temporal, (1) 
mapeamento, (6), vulnerabilidade, (1) 
mapeamento, (6), risco, (1) 
estudo, (4), desastre, (1) 
estudo, (4), mapeamento, (1) 
prevencao, (2), desastre, (1) 
utilizacao, (2), geographic, (1) 
natural, (16), uso, (1) 
natural, (16), bap, (2) 
natural, (16), mapeamento, (1) 
natural, (16), bacia, (3) 
natural, (16), estudo, (1) 
menez, (2), marcato, (1) 
relativo, (2), prevencao, (1) 
paraguai, (6), -bap, (1) 
paraguai, (6), pantanal, (1) 
paraguai, (6), -, (1) 
geoprocessamentoprevencaoevento, (2), extremo, (1) 
interesse, (2), comunidade, (1) 
vulnerabilidade, (4), socioeconomica, (1) 
vulnerabilidade, (4), populacao, (1) 
quantificacao, (2), risco, (1) 
geotecnologia, (4), desastre, (1) 
geotecnologia, (4), espacializacao, (1) 
-, (2), bap, (1) 
impacto, (2), comunidade, (1) 
livre, (2), gratuito, (1) 
tematica, (4), desastre, (1) 
tematica, (4), geotecnologia, (1) 
system, (2), gil, (1) 
marcato, (2), junior, (1) 
producao, (2), cientifica, (1) 
relativa, (2), tematica, (1) 
quantitativo, (2), analise, (1) 
aspecto, (2), interesse, (1) 
foco, (2), fase, (1) 
waleria, (2), menez, (1) 
alto, (6), paraguai, (3) 
gil, (2), livre, (1) 
bapmensuracao, (2), vulnerabilidade, (1) 
objetivo, (2), principal, (1) 
principal, (2), desastre, (1) 
-bap, (2), foco, (1) 
ancorado, (2), utilizacao, (1) 
gratuito, (2), resultado, (1) 
espacial, (2), ancorado, (1) 
comunidade, (4), evento, (1) 
comunidade, (4), execucao, (1) 
fase, (2), informacao, (1) 
localizacao, (2), evento, (1) 
resultado, (2), pesquisa, (1) 
populacao, (2), estudo, (1) 
presente, (2), tematica, (1) 
pesquisa, (2), quantitativo, (1) 
informacao, (2), aspecto, (1) 
desastre, (19), natural, (8) 
desastre, (19), naturais, (1) 
desastre, (19), quantificacao, (1) 
risco, (4), desastre, (2) 
