Vertice, peso (V), Aresta, peso (A)
tipo, (2), likert, (1) 
software, (2), iramuteq, (1) 
bloco, (2), lexical, (1) 
bim, (4), inovacao, (1) 
bim, (4), arquitetura, (1) 
teorica, (2), projeto, (1) 
rodrigue, (2), araujoalexandre, (1) 
diretriz, (15), projeto, (2) 
diretriz, (15), projetual, (1) 
diretriz, (15), arquitetura, (1) 
diretriz, (15), processo, (1) 
diretriz, (15), posteriormente, (1) 
diretriz, (15), analise, (1) 
diretriz, (15), teorica, (1) 
validacao, (4), especialista, (1) 
validacao, (4), construto, (1) 
camila, (2), lope, (1) 
instrumento, (2), pesquisa, (1) 
analise, (6), conteudo, (1) 
analise, (6), experiencia, (1) 
analise, (6), construcao, (1) 
sustentabilidade, (2), diretriz, (1) 
sentenca, (2), ordinal, (1) 
metodologico, (2), validacao, (1) 
lexical, (2), classe, (1) 
modular, (26), instituto, (1) 
modular, (26), ifm, (1) 
modular, (26), referencial, (1) 
modular, (26), ambiente, (1) 
modular, (26), economia, (2) 
modular, (26), legislacao, (1) 
modular, (26), procedimento, (1) 
modular, (26), literatura, (1) 
modular, (26), emergiram, (1) 
modular, (26), perspectiva, (1) 
modular, (26), construtivo, (1) 
modular, (26), ec, (1) 
ambiental, (4), funcao, (1) 
ambiental, (4), arquitetura, (1) 
natural, (6), camila, (1) 
natural, (6), bim, (1) 
natural, (6), sustentabilidade, (1) 
eficiente, (2), projeto, (1) 
aplicacao, (4), formulario, (1) 
aplicacao, (4), diretriz, (1) 
posteriormente, (2), diretriz, (1) 
circular, (6), diretriz, (1) 
circular, (6), economia, (1) 
circular, (6), ec, (1) 
desenvolvimento, (2), projeto, (1) 
coleta, (2), aplicacao, (1) 
impacto, (2), ambiental, (1) 
instituto, (2), federal, (1) 
vantagem, (2), economica, (1) 
circulacao, (2), necessidade, (1) 
energiacusto, (2), construcao, (1) 
science, (2), analise, (1) 
indexada, (2), scopu, (1) 
mato, (2), grosso, (1) 
construto, (2), coleta, (1) 
funcao, (2), valor, (1) 
efemeridade, (2), construcao, (1) 
setor, (2), impacto, (1) 
conteudo, (2), portfolio, (1) 
metodologia, (2), projeto, (1) 
ambiente, (2), escolar, (1) 
sul, (2), ifm, (1) 
parcialmente, (2), lacuna, (1) 
lacuna, (2), futuro, (1) 
literatura, (2), analise, (1) 
objetivo, (2), diretriz, (1) 
preliminar, (2), terraplenagem, (1) 
web, (2), science, (1) 
civil, (2), setor, (1) 
experiencia, (2), projeto, (1) 
federal, (2), mato, (1) 
araujoalexandre, (2), meira, (1) 
likert, (2), instrumento, (1) 
perspectiva, (2), ec, (1) 
valor, (2), produto, (1) 
pesquisa, (6), efemeridade, (1) 
pesquisa, (6), validacao, (1) 
pesquisa, (6), bloco, (1) 
obra, (2), preliminar, (1) 
produto, (2), circulacao, (1) 
consonancia, (2), diretriz, (1) 
zequini, (2), rodrigue, (1) 
sala, (4), modular, (2) 
economia, (6), circular, (3) 
futuro, (2), pesquisa, (1) 
escolar, (2), projeto, (1) 
ordinal, (2), tipo, (1) 
brasil, (2), objetivo, (1) 
lope, (2), zequini, (1) 
construtivo, (2), projetual, (1) 
empregar, (2), energiacusto, (1) 
portfolio, (2), software, (1) 
grosso, (2), sul, (1) 
construcao, (8), modular, (2) 
construcao, (8), civil, (1) 
construcao, (8), instrumentode, (1) 
questao, (2), sentenca, (1) 
ec, (10), vantagem, (1) 
ec, (10), metodologia, (1) 
ec, (10), estrategia, (1) 
ec, (10), entretanto, (1) 
ec, (10), artigo, (1) 
projetual, (4), enquadra, (1) 
projetual, (4), desenvolvimento, (1) 
gestao, (6), residuo, (3) 
energia, (2), recurso, (1) 
enquadra, (2), proposta, (1) 
terraplenagem, (2), sala, (1) 
referencial, (2), teorico, (1) 
projeto, (16), modular, (4) 
projeto, (16), arquitetura, (1) 
projeto, (16), gestao, (2) 
projeto, (16), sala, (1) 
final, (2), instalacao, (1) 
procedimento, (2), metodologico, (1) 
iramuteq, (2), construcao, (1) 
recurso, (6), natural, (3) 
inovacao, (2), tecnologica, (1) 
estrategia, (2), brasil, (1) 
artigo, (2), base, (1) 
especialista, (4), recurso, (1) 
especialista, (4), atendido, (1) 
custo, (2), final, (1) 
atendido, (4), atendido, (1) 
atendido, (4), parcialmente, (1) 
legislacao, (2), custo, (1) 
emergiram, (2), diretriz, (1) 
economica, (2), ambiental, (1) 
publica, (2), gestao, (1) 
necessidade, (2), empregar, (1) 
classe, (4), ec, (1) 
classe, (4), politica, (1) 
proposta, (2), ec, (1) 
scopu, (2), web, (1) 
instalacao, (2), obra, (1) 
entretanto, (2), xi, (1) 
tecnologica, (2), classe, (1) 
politica, (2), publica, (1) 
meira, (2), vasconcelo, (1) 
residuo, (6), recurso, (1) 
residuo, (6), energia, (1) 
residuo, (6), bim, (1) 
formulario, (2), online, (1) 
ifm, (4), consonancia, (1) 
ifm, (4), aplicacao, (1) 
xi, (2), eficiente, (1) 
arquitetura, (10), modular, (5) 
processo, (2), especialista, (1) 
instrumentode, (2), pesquisa, (1) 
online, (2), questao, (1) 
teorico, (2), arquitetura, (1) 
base, (2), indexada, (1) 
