Vertice, peso (V), Aresta, peso (A)
recurso, (20), natural, (9) 
recurso, (20), estudo, (1) 
natural, (18), principal, (1) 
natural, (18), conflito, (1) 
natural, (18), cooperacao, (1) 
natural, (18), analise, (1) 
natural, (18), sustentabilidade, (1) 
natural, (18), extracao, (1) 
natural, (18), pratica, (1) 
natural, (18), base, (1) 
natural, (18), politica, (1) 
extrativismo, (14), recurso, (6) 
extrativismo, (14), mediante, (1) 
principal, (10), periodico, (1) 
principal, (10), clarivate, (1) 
principal, (10), hot, (1) 
principal, (10), autor, (1) 
principal, (10), pais, (1) 
autor, (8), tema, (1) 
autor, (8), asiatico, (1) 
autor, (8), aspecto, (1) 
autor, (8), autor, (1) 
cientifica, (8), extrativismo, (2) 
cientifica, (8), abordagem, (1) 
cientifica, (8), campo, (1) 
cientifico, (8), extrativismo, (2) 
cientifico, (8), cooperacao, (1) 
cientifico, (8), autor, (1) 
tema, (8), principal, (1) 
tema, (8), extrativismo, (1) 
tema, (8), comunicacao, (1) 
tema, (8), alto, (1) 
analise, (6), conjunto, (1) 
analise, (6), cienciometrica, (1) 
analise, (6), comparativo, (1) 
estudo, (6), documento, (1) 
estudo, (6), global, (1) 
estudo, (6), campo, (1) 
