Vertice, peso (V), Aresta, peso (A)
year, (2), allowing, (1) 
remote, (4), sensing, (2) 
three, (2), chapter, (1) 
extracted, (2), the, (1) 
consist, (2), the, (1) 
evaluation, (2), and, (1) 
contribution, (2), of, (1) 
pspnet, (2), and, (1) 
complex, (2), it, (1) 
object-based, (2), method, (1) 
model, (2), contribution, (1) 
propos, (2), mapping, (1) 
case, (2), of, (1) 
they, (2), represent, (1) 
algorithm, (2), using, (1) 
based, (2), on, (1) 
mapping, (15), area, (2) 
mapping, (15), result, (1) 
mapping, (15), green, (1) 
mapping, (15), permeable, (2) 
mapping, (15), of, (2) 
using, (12), traditional, (1) 
using, (12), deep, (1) 
using, (12), earth, (2) 
using, (12), learning, (2) 
il, (4), given, (1) 
il, (4), organized, (1) 
environmental, (2), monitoring, (1) 
method, (4), the, (1) 
method, (4), indicating, (1) 
analysil, (4), urban, (1) 
analysil, (4), of, (1) 
excellent, (2), tool, (1) 
canojose, (2), marcato, (1) 
work, (4), il, (1) 
work, (4), propos, (1) 
it, (2), wa, (1) 
monitoring, (4), and, (1) 
monitoring, (4), priscila, (1) 
databas, (2), up, (1) 
planning, (2), monitoring, (1) 
scientometric, (4), analysil, (2) 
traditional, (2), machine, (1) 
obtained, (2), chapter, (1) 
mato, (2), grosso, (1) 
approache, (2), mapping, (1) 
chapter, (8), and, (1) 
chapter, (8), present, (1) 
chapter, (8), first, (1) 
chapter, (8), consist, (1) 
algorithms, (2), like, (1) 
forest, (6), and, (2) 
forest, (6), learning, (1) 
study, (2), considerable, (1) 
indicated, (2), high, (1) 
permeable, (8), area, (4) 
document, (2), extracted, (1) 
sul, (2), brazil, (1) 
serving, (2), tool, (1) 
result, (4), permeable, (1) 
result, (4), obtained, (1) 
indicating, (2), excellent, (1) 
web, (2), of, (1) 
by, (2), development, (1) 
dissertation, (2), il, (1) 
after, (2), verification, (1) 
catchment, (6), of, (1) 
catchment, (6), campo, (1) 
catchment, (6), citie, (1) 
f-score, (2), higher, (1) 
the, (28), catchment, (1) 
the, (28), deep, (1) 
the, (28), study, (1) 
the, (28), mapping, (1) 
the, (28), year, (1) 
the, (28), scopu, (1) 
the, (28), second, (1) 
the, (28), evaluation, (1) 
the, (28), random, (1) 
the, (28), performance, (1) 
the, (28), third, (1) 
the, (28), urban, (1) 
the, (28), dissertation, (1) 
the, (28), case, (1) 
automated, (2), approache, (1) 
component, (2), of, (1) 
machine, (2), learning, (1) 
organized, (2), three, (1) 
to, (4), with, (1) 
to, (4), and, (1) 
first, (2), present, (1) 
represent, (2), important, (1) 
through, (2), document, (1) 
second, (2), chapter, (1) 
high, (2), with, (1) 
grosso, (2), sul, (1) 
up, (2), to, (1) 
verification, (2), mapping, (1) 
area, (16), the, (1) 
area, (16), based, (1) 
area, (16), using, (3) 
area, (16), of, (1) 
area, (16), they, (1) 
area, (16), highly, (1) 
thil, (4), work, (2) 
given, (2), by, (1) 
development, (2), of, (1) 
like, (2), u-net, (1) 
pro, (4), the, (1) 
pro, (4), of, (1) 
campo, (2), mato, (1) 
tool, (4), planning, (1) 
tool, (4), mapping, (1) 
important, (2), component, (1) 
marcato, (2), junior, (1) 
present, (4), mapping, (1) 
present, (4), scientometric, (1) 
priscila, (2), lopo, (1) 
higher, (2), mapping, (1) 
deep, (10), learning, (5) 
brazil, (2), using, (1) 
u-net, (2), pspnet, (1) 
technique, (4), and, (2) 
learning, (18), sensing, (1) 
learning, (18), algorithms, (1) 
learning, (18), scientometric, (1) 
learning, (18), method, (1) 
learning, (18), and, (1) 
learning, (18), technique, (2) 
learning, (18), model, (1) 
learning, (18), algorithm, (1) 
wa, (2), to, (1) 
citie, (2), environmental, (1) 
guimaro, (2), canojose, (1) 
random, (2), forest, (1) 
considerable, (2), improvement, (1) 
and, (22), area, (1) 
and, (22), the, (1) 
and, (22), deep, (1) 
and, (22), deeplabv, (1) 
and, (22), indicated, (1) 
and, (22), urban, (1) 
and, (22), web, (1) 
and, (22), permeable, (1) 
and, (22), of, (1) 
and, (22), remote, (2) 
of, (26), the, (5) 
of, (26), thil, (1) 
of, (26), deep, (1) 
of, (26), automated, (1) 
of, (26), urban, (3) 
of, (26), prosa, (1) 
of, (26), databas, (1) 
ge, (4), pro, (2) 
on, (2), supervised, (1) 
highly, (2), complex, (1) 
sensing, (6), the, (1) 
sensing, (6), through, (1) 
sensing, (6), thil, (1) 
green, (2), area, (1) 
prosa, (2), result, (1) 
scopu, (2), and, (1) 
allowing, (2), after, (1) 
improvement, (2), the, (1) 
lopo, (2), guimaro, (1) 
with, (4), the, (1) 
with, (4), f-score, (1) 
supervised, (2), object-based, (1) 
performance, (2), of, (1) 
urban, (12), catchment, (2) 
urban, (12), forest, (2) 
urban, (12), management, (1) 
urban, (12), serving, (1) 
third, (2), chapter, (1) 
deeplabv, (2), using, (1) 
management, (2), deep, (1) 
earth, (4), ge, (2) 
