Vertice, peso (V), Aresta, peso (A)
tipo, (2), likert, (1) 
bloco, (2), lexical, (1) 
reuso, (6), tratamento, (2) 
reuso, (6), agua, (1) 
padrao, (2), produtivo, (1) 
utilizou-se, (2), artigo, (1) 
instrumento, (4), pesquisa, (2) 
analise, (4), conteudo, (1) 
analise, (4), portfolio, (1) 
sentenca, (2), ordinal, (1) 
alimenticia, (4), mato, (1) 
alimenticia, (4), grande, (1) 
metodologico, (2), diagnostico, (1) 
amostra, (2), total, (1) 
agua, (18), industria, (3) 
agua, (18), principal, (1) 
agua, (18), uso, (1) 
agua, (18), panorama, (1) 
agua, (18), padrao, (1) 
agua, (18), residual, (1) 
agua, (18), gerenciamento, (1) 
lexical, (2), gerenciamento, (1) 
item, (2), valida-lo, (1) 
ambiental, (2), b, (1) 
brasileiro, (2), analise, (1) 
fonte, (2), poluicao, (1) 
aplicacao, (2), formulario, (1) 
neutro, (2), ruim, (1) 
interno, (2), cada, (1) 
coleta, (4), dado, (1) 
coleta, (4), aplicacao, (1) 
science, (2), tese, (1) 
indexada, (2), scopu, (1) 
inicialmente, (2), coleta, (1) 
embasou, (2), construcao, (1) 
mato, (4), grosso, (2) 
alimento, (10), utilizou-se, (1) 
alimento, (10), medio, (2) 
alimento, (10), amostra, (1) 
alimento, (10), cenario, (1) 
comportamento, (2), item, (1) 
setor, (2), consumidor, (1) 
conteudo, (4), portfolio, (1) 
conteudo, (4), bloco, (1) 
sul, (4), industria, (1) 
sul, (4), referencial, (1) 
objetivo, (2), uso, (1) 
web, (2), science, (1) 
porte, (4), mato, (1) 
porte, (4), empresa, (1) 
dissertacoes, (2), brasileiro, (1) 
bibliografico, (4), inicialmente, (1) 
bibliografico, (4), iramuteq, (1) 
likert, (2), instrumento, (1) 
consumidor, (2), agua, (1) 
b, (2), gerenciamento, (1) 
norma, (2), politica, (1) 
participante, (2), empresa, (1) 
oportunidade, (2), pesquisa, (1) 
pesquisa, (8), industria, (1) 
pesquisa, (8), conteudo, (1) 
pesquisa, (8), emergente, (1) 
pesquisa, (8), comportamento, (1) 
indicador, (2), agua, (1) 
cada, (2), empresa, (1) 
diagnostico, (2), empresa, (1) 
fator, (2), resposta, (1) 
ordinal, (2), tipo, (1) 
medicao, (2), monitoramento, (1) 
residual, (2), tratamento, (1) 
hidrico, (6), classe, (1) 
hidrico, (6), concluiu-se, (1) 
hidrico, (6), agua, (1) 
contexto, (2), uso, (1) 
uso, (9), racional, (1) 
uso, (9), reuso, (2) 
uso, (9), tratamento, (2) 
ruim, (2), tema, (1) 
emergente, (2), tema, (1) 
portfolio, (4), bibliografico, (2) 
grosso, (4), sul, (2) 
resposta, (2), norma, (1) 
tratamento, (10), recurso, (1) 
tratamento, (10), efluente, (1) 
tratamento, (10), agua, (3) 
tatiane, (2), rodriguesalexandre, (1) 
construcao, (2), instrumento, (1) 
questao, (2), sentenca, (1) 
quantidade, (2), participante, (1) 
estudo, (2), empirico, (1) 
industria, (14), produtor, (1) 
industria, (14), alimentosagua, (1) 
industria, (14), alimento, (3) 
industria, (14), alimenticia, (2) 
ideal, (8), uso, (1) 
ideal, (8), ideal, (1) 
ideal, (8), analise, (1) 
ideal, (8), contexto, (1) 
rodriguesalexandre, (2), meira, (1) 
referencial, (2), teorico, (1) 
valida-lo, (2), estatisticamente, (1) 
panorama, (2), neutro, (1) 
produtor, (2), alimento, (1) 
tese, (2), dissertacoes, (1) 
aguausoreuso, (2), tatiane, (1) 
produtivo, (2), estudo, (1) 
efluente, (2), medicao, (1) 
alimentosagua, (2), residuaistratamento, (1) 
procedimento, (2), metodologico, (1) 
empresa, (8), pesquisa, (1) 
empresa, (8), dado, (1) 
empresa, (8), coleta, (1) 
empresa, (8), cenario, (1) 
iramuteq, (2), embasou, (1) 
recurso, (6), objetivo, (1) 
recurso, (6), hidrico, (2) 
ademais, (2), quantidade, (1) 
artigo, (2), base, (1) 
gerenciamento, (6), ambiental, (1) 
gerenciamento, (6), hidrico, (1) 
gerenciamento, (6), agua, (1) 
residuaistratamento, (2), aguausoreuso, (1) 
principal, (2), fonte, (1) 
total, (2), alimento, (1) 
poluicao, (2), recurso, (1) 
medio, (4), porte, (2) 
classe, (2), indicador, (1) 
concluiu-se, (4), fator, (1) 
concluiu-se, (4), oportunidade, (1) 
dado, (4), concluiu-se, (1) 
dado, (4), ademais, (1) 
scopu, (2), web, (1) 
grande, (2), setor, (1) 
politica, (2), interno, (1) 
meira, (2), vasconcelo, (1) 
formulario, (2), online, (1) 
racional, (2), agua, (1) 
tema, (4), recurso, (1) 
tema, (4), cenario, (1) 
online, (2), questao, (1) 
estatisticamente, (2), industria, (1) 
teorico, (2), reuso, (1) 
cenario, (6), ideal, (3) 
empirico, (2), industria, (1) 
base, (2), indexada, (1) 
monitoramento, (2), procedimento, (1) 
