Vertice, peso (V), Aresta, peso (A)
nascimento, (2), lima, (1) 
lixo, (2), organico, (1) 
satisfatoria, (2), termo, (1) 
pedagogico, (2), ppp, (1) 
justo, (2), igualitaria, (1) 
uso, (2), recurso, (1) 
termo, (2), recurso, (1) 
reflexao, (2), pratica, (1) 
organico, (2), reciclagem, (1) 
horta, (2), escolar, (1) 
consciente, (2), tal, (1) 
reciclagem, (2), maneiro, (1) 
separacao, (2), lixo, (1) 
discussao, (2), tematica, (1) 
naturais, (2), ensino, (1) 
analise, (4), ppp, (1) 
analise, (4), aluno, (1) 
construcao, (2), sociedade, (1) 
questao, (2), tematica, (1) 
tal, (2), recurso, (1) 
crescimento, (2), exponencial, (1) 
aquem, (2), necessario, (1) 
natural, (24), professor, (1) 
natural, (24), projeto, (1) 
natural, (24), tema, (1) 
natural, (24), escola, (2) 
natural, (24), ambiente, (2) 
natural, (24), iii, (1) 
natural, (24), analise, (1) 
natural, (24), perspectiva, (1) 
natural, (24), pratica, (1) 
natural, (24), concepcao, (1) 
gestao, (8), recurso, (3) 
gestao, (8), pedagogica, (1) 
municipio, (2), campo, (1) 
aplicacao, (2), questionario, (1) 
necessario, (2), profunda, (1) 
possivel, (2), acao, (1) 
quali-quantitativo, (2), aplicacao, (1) 
cidadao, (2), consciente, (1) 
desenvolvimento, (2), atividade, (1) 
campo, (2), m, (1) 
visita, (2), tecnica, (1) 
atividade, (4), horta, (1) 
atividade, (4), visita, (1) 
cienciasgesto, (2), ambientalmeio, (1) 
professor, (4), recurso, (1) 
professor, (4), maneira, (1) 
ambientalmeio, (2), ambiente, (1) 
projeto, (2), politico, (1) 
tematica, (4), recurso, (2) 
ciencia, (2), formacao, (1) 
trabalho, (2), atividade, (1) 
conhecimento, (2), satisfatoria, (1) 
tecnica, (2), questao, (1) 
pedagogica, (2), sobretudo, (1) 
questionario, (4), escola, (1) 
questionario, (4), questionario, (1) 
recurso, (23), objetivo, (1) 
recurso, (23), natural, (10) 
recurso, (23), naturais, (1) 
cidade, (2), industrializacao, (1) 
aspecto, (2), socioambiental, (1) 
ambiente, (12), natural, (1) 
ambiente, (12), santo, (1) 
ambiente, (12), escolar, (4) 
recuso, (2), natural, (1) 
exponencial, (2), populacao, (1) 
iii, (2), gestao, (1) 
objetivo, (2), pesquisa, (1) 
escola, (14), publica, (2) 
escola, (14), pesquisa, (1) 
escola, (14), ppp, (1) 
escola, (14), gestao, (1) 
escola, (14), desenvolvimento, (1) 
escola, (14), acao, (1) 
bnccensino, (2), cienciasgesto, (1) 
sobretudo, (2), ambiente, (1) 
formacao, (2), cidadao, (1) 
santo, (2), pereiratatiane, (1) 
socioambiental, (2), bnccensino, (1) 
perspectiva, (2), tema, (1) 
ensino, (4), ciencia, (1) 
ensino, (4), medio, (1) 
medio, (2), concepcao, (1) 
publica, (4), municipio, (1) 
publica, (4), ensino, (1) 
consideravelmente, (2), uso, (1) 
pereiratatiane, (2), nascimento, (1) 
aluno, (4), conhecimento, (1) 
aluno, (4), concepcao, (1) 
responderam, (2), trabalho, (1) 
industrializacao, (2), consideravelmente, (1) 
igualitaria, (2), aspecto, (1) 
maneira, (2), responderam, (1) 
profunda, (2), reflexao, (1) 
cunho, (2), quali-quantitativo, (1) 
gestor, (2), escola, (1) 
populacao, (2), urbanizacao, (1) 
m, (2), analise, (1) 
urbanizacao, (2), cidade, (1) 
pesquisa, (4), escola, (1) 
pesquisa, (4), cunho, (1) 
ppp, (6), informacao, (1) 
ppp, (6), escola, (2) 
informacao, (2), possivel, (1) 
maneiro, (2), discussao, (1) 
tema, (6), recurso, (1) 
tema, (6), ambiente, (1) 
tema, (6), recuso, (1) 
sociedade, (2), justo, (1) 
escolar, (10), aquem, (1) 
escolar, (10), separacao, (1) 
escolar, (10), gestor, (1) 
escolar, (10), construcao, (1) 
escolar, (10), crescimento, (1) 
pratica, (6), gestao, (2) 
pratica, (6), ambiente, (1) 
politico, (2), pedagogico, (1) 
acao, (4), recurso, (1) 
acao, (4), tema, (1) 
concepcao, (6), aluno, (1) 
concepcao, (6), professor, (1) 
concepcao, (6), pratica, (1) 
