Vertice, peso (V), Aresta, peso (A)
urbano, (20), area, (2) 
urbano, (20), biofilia, (3) 
urbano, (20), aspecto, (1) 
urbano, (20), paisagismo, (1) 
urbano, (20), somente, (1) 
urbano, (20), campo, (2) 
parque, (17), importancia, (1) 
parque, (17), urbano, (8) 
biofilia, (16), percepcao, (2) 
biofilia, (16), inumero, (1) 
biofilia, (16), descrita, (1) 
biofilia, (16), usuario, (1) 
biofilia, (16), parque, (1) 
biofilia, (16), avaliacao, (1) 
biofilia, (16), integracao, (1) 
percepcao, (10), biofilia, (2) 
percepcao, (10), ambiental, (3) 
ambiental, (10), percepcao, (1) 
ambiental, (10), nadia, (1) 
ambiental, (10), aspecto, (1) 
ambiental, (10), significativo, (1) 
ambiental, (10), controlo, (1) 
cidade, (8), area, (1) 
cidade, (8), poluicao, (1) 
cidade, (8), processo, (1) 
cidade, (8), manutencao, (1) 
aspecto, (8), percepcao, (1) 
aspecto, (8), biofilia, (1) 
aspecto, (8), caracteristica, (1) 
aspecto, (8), municipio, (1) 
populacao, (8), cidade, (1) 
populacao, (8), usuaria, (2) 
populacao, (8), natureza, (1) 
natureza, (6), projeto, (1) 
natureza, (6), fauna, (1) 
natureza, (6), espaco, (1) 
estudo, (6), presenca, (1) 
estudo, (6), bibliometrico, (1) 
estudo, (6), tema, (1) 
