Vertice, peso (V), Aresta, peso (A)
software, (2), livre, (1) 
allan, (2), rio, (1) 
alvo, (2), controlo, (1) 
regiao, (2), critica, (1) 
via, (2), avenida, (1) 
avenida, (6), afonso, (1) 
avenida, (6), comparacao, (1) 
avenida, (6), ruido, (1) 
diretriz, (2), controlo, (1) 
analise, (2), sonoro, (1) 
geografica, (2), qgis, (1) 
rio, (2), bezerraantonio, (1) 
emissao, (2), avenida, (1) 
urbanomapa, (2), ruidobibliometriaemissao, (1) 
bezerraantonio, (2), conceicao, (1) 
relevante, (2), pesquisa, (1) 
bibliometrica, (2), quantitativamente, (1) 
brasileiro, (2), periodico, (1) 
semadur, (2), decorrente, (1) 
banco, (14), diurno, (1) 
banco, (14), noturno, (1) 
banco, (14), dado, (1) 
banco, (14), banco, (3) 
banco, (14), vespertino, (1) 
geotecnologia, (1), poluicao, (1) 
saude, (2), publica, (1) 
quantitativamente, (2), tendencia, (1) 
iv, (2), mapa, (1) 
autor, (2), relevante, (1) 
perfil, (2), quilometro, (1) 
publicacao, (2), referente, (1) 
municipal, (2), ambiente, (1) 
metodologia, (2), analise, (1) 
orgao, (2), populacao, (1) 
ambiente, (10), produto, (1) 
ambiente, (10), gestao, (1) 
ambiente, (10), alvo, (1) 
ambiente, (10), proveniente, (1) 
ambiente, (10), medio, (1) 
urbano, (6), mapa, (1) 
urbano, (6), semadur, (1) 
urbano, (6), base, (1) 
literatura, (2), infinidade, (1) 
palavra-chave, (2), urbano, (1) 
concentracao, (2), artigo, (1) 
espanhol, (2), brasileiro, (1) 
relatorio, (2), monitoramento, (1) 
pena, (2), medio, (1) 
gerado, (2), regiao, (1) 
populacao, (2), atividade, (1) 
partida, (2), coletado, (1) 
pesquisa, (4), tema, (1) 
pesquisa, (4), nacionalidade, (1) 
informacao, (2), geografica, (1) 
produto, (2), cenario, (1) 
diagnostico, (4), cenario, (2) 
capitulo, (2), informacao, (1) 
afonso, (2), pena, (1) 
nacionalidade, (2), belga, (1) 
diurno, (2), banco, (1) 
referente, (2), poluicao, (1) 
noturno, (2), iv, (1) 
cientifica, (2), autor, (1) 
lo, (2), qgis, (1) 
controlo, (6), poluicao, (1) 
controlo, (6), diagnostico, (1) 
controlo, (6), publico, (1) 
medicao, (2), pressao, (1) 
proveniente, (2), relatorio, (1) 
brasil, (2), palavra-chave, (1) 
ruidobibliometriaemissao, (2), allan, (1) 
decorrente, (2), denuncia, (1) 
sonoro, (14), poluicao, (1) 
sonoro, (14), causa, (1) 
sonoro, (14), urbano, (1) 
sonoro, (14), ambiente, (1) 
sonoro, (14), dado, (1) 
sonoro, (14), capitulo, (1) 
sonoro, (14), destacando, (1) 
bibliometria, (2), emissao, (1) 
conceicao, (2), paranho, (1) 
paranho, (2), filho, (1) 
development, (2), software, (1) 
gestao, (2), urbano, (1) 
problema, (2), saude, (1) 
livre, (2), mapa, (1) 
atividade, (4), foco, (1) 
atividade, (4), ambiente, (1) 
denuncia, (2), orgao, (1) 
panorama, (2), pesquisa, (1) 
pressao, (2), sonoro, (1) 
mapa, (6), banco, (1) 
mapa, (6), bibliometria, (1) 
mapa, (6), ruido, (1) 
belga, (2), espanhol, (1) 
atual, (8), publicacao, (1) 
atual, (8), panorama, (1) 
atual, (8), diretriz, (1) 
atual, (8), partida, (1) 
causa, (2), problema, (1) 
ferramenta, (2), auxilio, (1) 
foco, (2), poluicao, (1) 
tendencia, (2), atual, (1) 
artigo, (2), literatura, (1) 
poluicao, (10), sonoro, (5) 
quilometro, (2), via, (1) 
medio, (4), avenida, (1) 
medio, (4), perfil, (1) 
publico, (2), controlo, (1) 
publica, (2), ambiente, (1) 
auxilio, (2), bibliometrica, (1) 
critica, (2), atividade, (1) 
coletado, (2), dado, (1) 
dado, (6), medicao, (1) 
dado, (6), banco, (1) 
dado, (6), gerado, (1) 
destacando, (2), diagnostico, (1) 
ruido, (4), ambiente, (1) 
ruido, (4), urbanomapa, (1) 
periodico, (2), concentracao, (1) 
tema, (2), ferramenta, (1) 
qgis, (4), development, (1) 
qgis, (4), lo, (1) 
comparacao, (2), brasil, (1) 
infinidade, (2), metodologia, (1) 
cenario, (6), atual, (3) 
vespertino, (2), banco, (1) 
base, (2), cientifica, (1) 
monitoramento, (2), municipal, (1) 
