Vertice, peso (V), Aresta, peso (A)
teste, (6), dipteryx, (1) 
teste, (6), imagem, (1) 
teste, (6), baseia-se, (1) 
vant, (8), veiculo, (1) 
vant, (8), dipteryx, (1) 
vant, (8), marcio, (1) 
vant, (8), gerou-se, (1) 
araujojose, (2), marcato, (1) 
licenciamento, (2), ambiental, (1) 
treino, (2), teste, (1) 
gerou-se, (2), banco, (1) 
uso, (2), vant, (1) 
pertinente, (2), licenciamento, (1) 
grosso, (4), sul, (2) 
nao-tripulado, (2), capitulo, (1) 
mapeamento, (2), monitoramento, (1) 
retangulo, (2), envolvente, (1) 
remoto, (2), vant, (1) 
metodo, (8), precisao, (1) 
metodo, (8), profundo, (1) 
metodo, (8), objeto, (2) 
anotacao, (4), experimento, (1) 
anotacao, (4), retangulo, (1) 
inventario, (2), florestal, (1) 
area, (2), foco, (1) 
ambiental, (6), mato, (1) 
ambiental, (6), coleta, (1) 
ambiental, (6), inventario, (1) 
geral, (2), respeito, (1) 
campus, (2), ufm, (1) 
marcio, (2), santo, (1) 
imagem, (10), distante, (1) 
imagem, (10), vant, (1) 
imagem, (10), treino, (1) 
imagem, (10), rgb, (1) 
imagem, (10), local, (1) 
posteriormente, (2), teste, (1) 
interesse, (4), ambiental, (2) 
retinanet, (4), identificacao, (1) 
retinanet, (4), anotacao, (1) 
banco, (2), anotacao, (1) 
coleta, (4), dezembro, (1) 
coleta, (4), imagem, (1) 
popularmente, (2), especie, (1) 
distante, (2), ufm, (1) 
marcato, (2), junior, (1) 
universidade, (2), federal, (1) 
dissertacao, (2), investigacao, (1) 
mato, (4), grosso, (2) 
dipteryx, (6), popularmente, (1) 
dipteryx, (6), alatasensoriamento, (1) 
dipteryx, (6), dissertacao, (1) 
deep, (4), capitulo, (1) 
deep, (4), learning, (1) 
abordagem, (2), profundo, (1) 
dezembro, (2), imagem, (1) 
experimento, (2), inicial, (1) 
foco, (2), mapeamento, (1) 
periodo, (2), coleta, (1) 
consideracao, (2), geral, (1) 
capacidade, (2), metodo, (1) 
objeto, (4), retinanet, (2) 
baseia-se, (2), metodo, (1) 
learning, (2), classificacao, (1) 
relevancia, (2), socioambiental, (1) 
sul, (4), area, (1) 
sul, (4), m, (1) 
rgb, (2), vant, (1) 
florestal, (2), abordagem, (1) 
arborea, (2), interesse, (1) 
local, (2), uso, (1) 
torno, (2), teste, (1) 
especie, (2), arborea, (1) 
objetivo, (2), metodo, (1) 
investigacao, (2), metodo, (1) 
federal, (2), mato, (1) 
santo, (2), araujojose, (1) 
classificacao, (2), dipteryx, (1) 
legislacao, (2), pertinente, (1) 
socioambiental, (2), legislacao, (1) 
respeito, (2), relevancia, (1) 
veiculo, (2), aereo, (1) 
identificacao, (2), interesse, (1) 
alatasensoriamento, (2), remoto, (1) 
inicial, (2), campus, (1) 
m, (2), imagem, (1) 
precisao, (2), torno, (1) 
profundo, (5), deep, (2) 
profundo, (5), imagem, (1) 
capitulo, (6), objetivo, (1) 
capitulo, (6), capitulo, (1) 
capitulo, (6), consideracao, (1) 
ufm, (4), universidade, (1) 
ufm, (4), capacidade, (1) 
aereo, (2), nao-tripulado, (1) 
monitoramento, (2), periodo, (1) 
envolvente, (2), posteriormente, (1) 
