Vertice, peso (V), Aresta, peso (A)
grandem, (2), analise, (1) 
severamente, (2), bacia, (1) 
perimetro, (2), urbano, (1) 
fisico, (5), dinamica, (1) 
fisico, (5), ocupacao, (1) 
fisico, (5), bacia, (1) 
bacia, (6), hidrografica, (2) 
bacia, (6), ocupacao, (1) 
corrego, (6), prosa, (1) 
corrego, (6), resultado, (1) 
corrego, (6), campo, (1) 
uso, (4), solo, (2) 
cristina, (2), santo, (1) 
ocupacao, (6), solo, (3) 
diretriz, (4), ambiental, (1) 
diretriz, (4), estudo, (1) 
analise, (4), centra, (1) 
analise, (4), fisico, (1) 
estudo, (4), corrego, (1) 
estudo, (4), impacto, (1) 
ambiental, (2), concreta, (1) 
gestao, (2), planejamento, (1) 
ms, (2), pesquisa, (1) 
problema, (2), acao, (1) 
campo, (4), grandem, (1) 
campo, (4), ms, (1) 
impacto, (2), eiv, (1) 
solucao, (4), decisao, (1) 
solucao, (4), problema, (1) 
microbacia, (4), microbacia, (1) 
microbacia, (4), corrego, (1) 
decisao, (2), dominio, (1) 
naturaisimpacto, (2), ambientaispolitica, (1) 
amigavel, (2), ambiente, (1) 
urbanorecurso, (2), naturaisimpacto, (1) 
hidrografica, (4), urbanizacao, (1) 
hidrografica, (4), corrego, (1) 
cidade, (2), campo, (1) 
concreta, (2), referencia, (1) 
angela, (2), cristina, (1) 
urbano, (2), cidade, (1) 
ambiente, (2), analise, (1) 
dominio, (2), gestao, (1) 
ordenamento, (2), uso, (1) 
planejamento, (4), servico, (1) 
planejamento, (4), urbanorecurso, (1) 
dinamica, (2), ocupacao, (1) 
objetivo, (2), principal, (1) 
principal, (2), fisico, (1) 
eiv, (2), solucao, (1) 
longo, (2), planejamento, (1) 
santo, (2), guaraldo, (1) 
publica, (4), angela, (1) 
publica, (4), ordenamento, (1) 
ambientaispolitica, (2), publica, (1) 
prosa, (2), perimetro, (1) 
resultado, (2), diretriz, (1) 
centra, (2), comparacao, (1) 
finalidade, (2), subsidiar, (1) 
solo, (10), finalidade, (1) 
solo, (10), diretriz, (1) 
solo, (10), longo, (1) 
solo, (10), amigavel, (1) 
solo, (10), estudo, (1) 
urbanizacao, (2), severamente, (1) 
politica, (2), publica, (1) 
pesquisa, (2), objetivo, (1) 
subsidiar, (2), politica, (1) 
comparacao, (2), bacia, (1) 
servico, (2), uso, (1) 
acao, (2), mitigatoria, (1) 
referencia, (2), microbacia, (1) 
mitigatoria, (2), solucao, (1) 
