Vertice, peso (V), Aresta, peso (A)
patrimonio, (9), cultural, (1) 
patrimonio, (9), nele, (1) 
patrimonio, (9), natural, (2) 
patrimonio, (9), primeiramente, (1) 
jardim, (8), botanico, (4) 
botanico, (8), contemporaneidade, (1) 
botanico, (8), brasileiro, (2) 
botanico, (8), brasilia, (1) 
natural, (4), cultural, (1) 
natural, (4), patrimonio, (1) 
brasileiro, (4), caracteristica, (1) 
brasileiro, (4), estudo, (1) 
cultural, (4), jardim, (1) 
cultural, (4), consulta, (1) 
efetividade, (4), patrimonio, (2) 
cobertura, (2), vegetal, (1) 
cientifica, (2), relativo, (1) 
sigla, (2), ingles, (1) 
