Vertice, peso (V), Aresta, peso (A)
observacao, (2), interpretacao, (1) 
nascimento, (2), lima, (1) 
cientifica, (8), ana, (1) 
cientifica, (8), sala, (1) 
cientifica, (8), ensino, (1) 
cientifica, (8), campo, (1) 
ecologia, (16), observacao, (1) 
ecologia, (16), ecologia, (1) 
ecologia, (16), aula, (1) 
ecologia, (16), producao, (1) 
ecologia, (16), fundamental, (1) 
ecologia, (16), estudo, (1) 
ecologia, (16), papel, (1) 
ecologia, (16), desafiador, (1) 
organismo, (2), interacoes, (1) 
aula, (4), ecologiameio, (1) 
aula, (4), entendimento, (1) 
fenomeno, (2), natural, (1) 
decisoes, (2), conservacao, (1) 
conservacao, (2), manejo, (1) 
scielo, (2), pesquisa, (1) 
contexto, (4), objetivo, (1) 
contexto, (4), ensino, (1) 
sensibilizacao, (2), ambiental, (1) 
ecologiameio, (2), ambientepercepcao, (1) 
lei, (2), ecossistema, (1) 
intensa, (2), dinamica, (1) 
cientifico, (4), distribuicao, (1) 
cientifico, (4), contexto, (1) 
relacao, (2), fenomeno, (1) 
analise, (3), bibliometrica, (2) 
vivo, (8), ambiente, (2) 
vivo, (8), ensino, (1) 
vivo, (8), conceito, (1) 
natureza, (2), perspectiva, (1) 
compreenda, (2), insercao, (1) 
insercao, (2), relacao, (1) 
estudo, (2), cientifico, (1) 
bibliometrica, (4), plataforma, (1) 
bibliometrica, (4), producao, (1) 
ambiental, (2), busca, (1) 
ambientalproducao, (2), cientifica, (1) 
carolina, (2), pereira, (1) 
natural, (8), entidade, (1) 
natural, (8), compreensao, (1) 
natural, (8), ensino, (1) 
natural, (8), interacao, (1) 
cidadao, (2), apto, (1) 
campo, (2), ensino, (1) 
entidade, (2), natureza, (1) 
nocao, (2), pertencimento, (1) 
entendimento, (2), pratica, (1) 
plataforma, (2), scopu, (1) 
science, (2), scielo, (1) 
producao, (4), cientifica, (2) 
recurso, (2), natural, (1) 
atual, (2), direto, (1) 
compreensao, (4), lei, (1) 
compreensao, (4), mundo, (1) 
busca, (2), acao, (1) 
ambiente, (6), natural, (1) 
ambiente, (6), ensino, (1) 
ambiente, (6), contexto, (1) 
apto, (2), decisoes, (1) 
interpretacao, (2), ambiente, (1) 
fundamental, (2), aluno, (1) 
desafiador, (2), serie, (1) 
dinamica, (2), ser, (1) 
assunto, (2), complexo, (1) 
objetivo, (2), presente, (1) 
direto, (2), ser, (1) 
formacao, (4), compreensao, (1) 
formacao, (4), cidadao, (1) 
web, (2), science, (1) 
ana, (2), carolina, (1) 
desafio, (2), pesquisa, (1) 
manejo, (2), recurso, (1) 
ensino, (14), ecologia, (7) 
perspectiva, (2), nocao, (1) 
papel, (2), formacao, (1) 
interacao, (2), formacao, (1) 
ser, (8), vivo, (4) 
aluno, (2), compreenda, (1) 
ambientepercepcao, (2), ambientalproducao, (1) 
pertencimento, (2), sensibilizacao, (1) 
mundo, (2), natural, (1) 
scopu, (2), web, (1) 
interacoes, (2), ser, (1) 
presente, (2), analise, (1) 
pesquisa, (4), cientifica, (1) 
pesquisa, (4), capitulo, (1) 
sala, (2), aula, (1) 
capitulo, (2), cientifico, (1) 
serie, (2), assunto, (1) 
ecossistema, (2), ser, (1) 
pereira, (2), nascimento, (1) 
complexo, (2), atual, (1) 
distribuicao, (2), organismo, (1) 
acao, (2), intensa, (1) 
pratica, (2), desafio, (1) 
conceito, (2), ensino, (1) 
